NAME,DriveAlone,Carpool,Bus,Subway,LongDistanceRail,LightRail,Ferry,Taxi,Motorcycle,Bicycle,Walked,Other,WorkFromHome
Alabama,0.8611863192464803,0.08038511760474305,0.0029812131457813717,5.990675002958809e-05,4.3834207338722994e-05,0.0,0.0,0.0006993991304267358,0.0011810883644044806,0.0010276686387189502,0.011628241113466794,0.007405058759754938,0.03340215303885513
Alaska,0.6904334020573092,0.12198873220802417,0.011485540401980132,0.0,8.544558494393668e-05,2.2050473533919142e-05,0.0004823541085544812,0.0021196017684479776,0.0005843375486488572,0.009922713090263614,0.07615131034938975,0.03498307626156272,0.051741436147341266
Arizona,0.7649711337636567,0.10980663514139762,0.01719979297968588,0.0006555420534236703,0.00032042040225958195,0.0002977002903162539,2.739778204930732e-05,0.0010812100330677866,0.003687340520684824,0.008309212704685655,0.01831742201572165,0.01188295266565384,0.06344323964739723
Arkansas,0.8310220348968239,0.10168790551841118,0.003098249623394236,0.00011466212235634616,0.0,6.958804667143767e-05,7.591423273247745e-05,0.0010904763222717333,0.0020204256732445822,0.0013490591775167347,0.020129924046228605,0.007308326447016214,0.032033433893332595
California,0.7355802872930741,0.10300786155522769,0.03279285141142942,0.0012058311889888245,0.011696607160548702,0.0045172926546047844,0.000570728113182118,0.001181230358384454,0.0031732840111782603,0.010296758536544003,0.026867788776933726,0.010840096609302663,0.05826938233060125
Colorado,0.7500927849101667,0.0896101183412371,0.022225677810226302,0.0011600337761981708,0.0038580019023130574,0.0017425415343688474,0.00018930612544092848,0.0005476355771684003,0.0014251335195318018,0.010891863145904849,0.030057684992472234,0.008730855439508687,0.07946836292546285
Connecticut,0.7771931318545875,0.08191554206985573,0.027057552763796573,0.0001585491020406334,0.0011541030042533738,0.02093408391113183,8.79583357610581e-05,0.0010997593191016373,0.0007232752322772358,0.002986101462461399,0.027393699269889788,0.0071201432432311295,0.05217610043161212
Delaware,0.8100434146152673,0.0898275026010067,0.02374258115482421,0.00019578693827930602,0.0007922541223395174,0.00199201826737666,4.553184611146651e-05,0.0,0.0015366998062619948,0.0030233145818013766,0.01859292935961735,0.005445608794931395,0.04476235791218273
District of Columbia,0.33031661715497346,0.05068414484655056,0.14433578867157734,0.002183852193791344,0.21024615962275403,0.0033075283541871433,8.558712769599452e-05,0.006424556327373525,0.002045808439442966,0.04596028757274906,0.13670196905611204,0.007628297865291383,0.060079402767501185
Florida,0.791579294921665,0.09158108172843189,0.018404986659788375,0.00015697590737719897,0.0010781131627477316,0.000715490047102638,0.0001558797069066878,0.0013145636042369902,0.0027185771668676918,0.0061895863366942475,0.0150403089356014,0.011029201793953993,0.06003594002862618
Georgia,0.793356510944362,0.09638373306773844,0.015214819374614599,0.00016895149895863082,0.00522873918395358,0.0007089128003080856,4.3786418819872714e-05,0.0026850686389493653,0.0009560390762817086,0.002597068616735767,0.015528372851822273,0.01070759493589775,0.056420402591557936
Hawaii,0.6694361440071783,0.13620382676023352,0.06705013275996828,5.925524620554798e-05,0.0,2.2573427125923042e-05,0.00031743881895829275,0.0004260734370017974,0.005114292083216939,0.0073137903887990656,0.04712343996455972,0.017628435746150525,0.04930459736060203
Idaho,0.7928901067970962,0.09566598159330009,0.005192484373423402,0.0,0.00025491102012203866,0.00023765141980127563,0.0,0.00043812831583475394,0.003279324060944976,0.011717940956234964,0.026166881747839894,0.00558679985767468,0.05856978985772779
Illinois,0.7314174716354935,0.07690929818116089,0.03783456805752316,0.000617144579862065,0.031439625543488545,0.02356161102957922,8.483087008413264e-05,0.0027278018820707348,0.0008000203594088202,0.006911432003816084,0.030174993034080475,0.008225168536099777,0.0492960342873326
