NAME,DriveAlone,Carpool,Bus,Subway,LongDistanceRail,LightRail,Ferry,Taxi,Motorcycle,Bicycle,Walked,Other,WorkFromHome
Alabama,0.8629945551783832,0.07867332037407762,0.0033079950870881325,0.0,0.0,3.094747633001615e-05,3.771723677720719e-05,0.0002640206574404503,0.0007074399667314629,0.000701637314919585,0.010839353584588157,0.007917234842989913,0.03452577828067427
Alaska,0.6798592020888963,0.1227001460314066,0.011586846481318391,6.752897415047144e-05,0.0,0.00018007726440125716,0.0004952124771034572,0.002695531551506318,0.001176129633120711,0.01238875304935524,0.07764987915127335,0.03847744672948737,0.052723246567980574
Arizona,0.7614375543771692,0.10981652410739542,0.015249862501756134,0.000746239037153191,0.0005206978169751898,0.000297046607022144,0.00010741558111829385,0.002858955466949076,0.003230657477856955,0.008061208611138586,0.017412034199105017,0.012633143345305499,0.06762866087105532
Arkansas,0.8262014371901779,0.10439841678515159,0.0036006609537716635,0.0,0.00016293279022403258,9.991161664681243e-06,7.608653883103409e-05,0.0005272259155362564,0.0009299465857126388,0.001750758944011067,0.015410982592322176,0.00945240748568574,0.03747915305691119
California,0.7383320349020067,0.10007084707587437,0.03075069622038837,0.00133021752988065,0.01196769442417107,0.004590057275608293,0.0007311366422501135,0.0025751141982764,0.003000855043472085,0.008566894469589184,0.026393503914613946,0.011682751888661726,0.060008196415207035
Colorado,0.7492744359836556,0.08552779888850343,0.019937824225873816,0.0009833923458733294,0.00408644403437891,0.002538461642298965,1.3498865420361418e-05,0.0010235514704989045,0.0013195140948403287,0.0120116279226731,0.029775459872597707,0.007952181619134911,0.08555580903425067
Connecticut,0.7791239245094447,0.08148212595627821,0.020142564021909417,0.0002576659812305391,0.001070261943682694,0.02272758961282619,0.00022085655534046208,0.0021918339961818586,0.0006190676172422043,0.0018092390543546946,0.02627467974405179,0.007461159084203793,0.05661903192325346
Delaware,0.795841460370615,0.09116271672406215,0.016642110680859804,0.0001767147404391803,0.0013562856328707088,0.003375251542388344,0.0,0.0016081041379965408,0.0011199296675333053,0.0027876750304280692,0.02367977521885016,0.0053942174519059785,0.05685575880205077
District of Columbia,0.34196243275039323,0.05116125365163712,0.12537573858904708,0.0009728886597665596,0.21578035981018096,0.0017237049080646653,0.0004018453159905355,0.01133098042325944,0.0011315118108154551,0.0427621578035981,0.13305045538062946,0.013015029543561882,0.06133164135305548
Florida,0.7905944901733192,0.0936203874681317,0.014481479103232315,0.00016526711714097878,0.0010570643002524695,0.0007089418148390098,9.876479481535823e-05,0.002931409879414326,0.0024051152878639924,0.006151829068841559,0.013596342559602577,0.012089268804364218,0.06209963962818229
