NAME,DriveAlone,Carpool,Bus,Subway,LongDistanceRail,LightRail,Ferry,Taxi,Motorcycle,Bicycle,Walked,Other,WorkFromHome
Alabama,0.8050169284277526,0.07635293509199349,0.0019385035380691065,0.0,5.6797507189733224e-05,0.0,0.0003033818066963799,0.0005624338516836998,0.0009406221312641186,0.0010066550054765727,0.009264458428842421,0.008155290849413646,0.09640199336161819
Alaska,0.6619984122506782,0.11078186476214294,0.006993657726610504,0.0,0.0,0.0,0.001677896261228383,0.0034488474277588597,0.0017942148928560004,0.008526155698304365,0.06774978699150583,0.03390688111945051,0.10312228286946433
Arizona,0.6584453798933231,0.0888642222509469,0.008493730839489491,7.04228787165598e-05,7.408121007845901e-05,0.0006853274084624521,5.9143023684037234e-05,0.0013569360743177822,0.002898008160517825,0.004061052672654949,0.015651865870938947,0.011894454701321633,0.2074453750155479
Arkansas,0.7891563455479208,0.08809045222288571,0.0018334496760880087,0.0,0.0,5.887223730557826e-05,0.0,0.0009870656930065134,0.0008670274948639707,0.0009381329243369419,0.013482506917487883,0.00719082327089563,0.09739532401520892
California,0.6368382360206936,0.08402243219765738,0.015533891514455188,0.0027883603919874166,0.0011829645912366073,0.0007930971910682636,0.00038161415883413476,0.001401029824856113,0.001957870964670288,0.005963668670201824,0.021266862438791268,0.013843212219917553,0.21402675981563044
Colorado,0.6367257438559746,0.07063198268251296,0.010137733903365054,0.00038328105963345363,0.0002539612949620094,0.002070787032736279,0.00037626370806213496,0.0006572919305135165,0.0011180980170301098,0.007751166049919434,0.022602555251618837,0.009817274848274835,0.23747386036539683
Connecticut,0.6660471235094703,0.07395669944286092,0.013952651610980868,0.0022667858528275793,0.007779145795033535,0.000189461019941194,0.0004014099947715505,0.0026131003581206817,0.0004924862120726586,0.001869311250161632,0.025325934796174798,0.010385499766687468,0.19472039039089686
Delaware,0.7047695907612617,0.06271587502439731,0.013989249834975537,7.675556423015265e-05,0.0021798580241363355,0.0,1.535111284603053e-05,0.0015614274780533911,0.00011403683828479823,0.0035417210351913297,0.013006778612829582,0.012440980453647315,0.18558837526014654
District of Columbia,0.2561456135445001,0.03048303406744569,0.047018215816039745,0.06512952182423673,0.002369835580299012,0.0016665113139170643,0.0,0.003835800617456565,0.0016778096957063325,0.021195764236667202,0.06739767196843233,0.020156313112054527,0.4829239082232447
Florida,0.7048781586140923,0.08470781678638628,0.008433113205021166,0.000413501257238554,0.0005200967493547474,0.00030366023158504555,7.860276535685046e-05,0.002554640585559161,0.0014192109621140757,0.004392221105217763,0.012974628852955424,0.012960835335421835,0.16636351354969683
Georgia,0.7001527275894994,0.0826491301913882,0.004771909203257359,0.0014212959143713871,0.00038518102805799913,0.0003046924442897565,0.00020854772702045914,0.0020894916634099903,0.0007003108946817921,0.0014540132189953862,0.011896252824878318,0.012137317136862507,0.18182913016328744
Hawaii,0.6534514381116799,0.13914960969173276,0.03281790900087666,1.196805725518591e-05,7.330435068801369e-05,0.0,4.6376221863845395e-05,0.001723400244746771,0.005538218494837279,0.007251146689485763,0.04014385604820733,0.012529059939022749,0.1072637131496037
Idaho,0.7435775505432045,0.08197981869199222,0.004468621843298079,5.620907978991294e-05,0.0002675552197999856,0.0,0.0,0.00047215627023526873,0.0022135135621267716,0.00754101014461472,0.018825545003237642,0.008049140225915534,0.1325488794157853
