NAME,DriveAlone,Carpool,Bus,Subway,LongDistanceRail,LightRail,Ferry,Taxi,Motorcycle,Bicycle,Walked,Other,WorkFromHome
Alabama,0.8054420588627064,0.07923502466884362,0.002640577448751689,0.0002106443548861746,6.460940296928886e-05,2.478168881013819e-05,1.4160965034364679e-05,0.0009496697176170813,0.0008620487464669499,0.0007098183723475295,0.011598272893301996,0.009618392969434885,0.08862993990882993
Alaska,0.6423748985062342,0.12271569510716629,0.01210417431345724,0.0,0.0,3.058716228992181e-05,0.0002196714382639839,0.005208159542638504,0.003080961437930306,0.0037538790083085855,0.072725149320965,0.04322522161789404,0.09456160254485191
Arizona,0.661083238047716,0.09829567310729852,0.007333686558659648,0.0003170799726235679,6.171157947261284e-05,0.000453727041455782,0.00017631879849317955,0.0021881162893003583,0.002622742127586046,0.005018914599108356,0.01721135951491172,0.013732001891312979,0.19150543047206126
Arkansas,0.7979843438889344,0.08286661999533286,0.002773762224707319,0.0,0.0,0.0,0.0,0.0004651980349550107,0.0012349719820466895,0.0012357296335694175,0.015462909927356373,0.010244963890328427,0.08773150042276955
California,0.6548023947823352,0.09840717489097628,0.018329867555418777,0.004587463540560777,0.00205276421219673,0.001106838944053834,0.0005029962717456432,0.0019014140201963588,0.002381146311417983,0.007353996762599514,0.024111369671420184,0.012484429788554595,0.1719781432485242
Colorado,0.6469840035387538,0.0788734027481716,0.010599925752793959,0.0007168474854124099,0.000431774088621952,0.004403583212444062,0.00019506707712965043,0.0008177442494449877,0.0019628424444178946,0.009929522809555277,0.025333095451862155,0.008072381736981033,0.2116798094044112
Connecticut,0.6896197187260266,0.0766619864276717,0.016541890692525808,0.003598275716782432,0.0116298284800021,0.000658808388534983,0.0004541619289734518,0.0026828384792251013,0.0004492372815508481,0.001623492100318351,0.02747023050633036,0.009761745557694433,0.1588477857143639
Delaware,0.7276918071456169,0.07133619374911036,0.01090550460581166,0.0010370701750818472,0.0018524920186265938,0.0005551375643085182,0.0,0.001504768489334445,0.00011387437216584988,0.0038818960082965615,0.02092034894361185,0.009616284035219717,0.15058462289281574
District of Columbia,0.2843080362515143,0.03754048076845937,0.06711718096073466,0.11469929909103795,0.0025913040222707738,0.0021500603033082584,0.00010964237865129178,0.00691014405938873,0.0005749539368299447,0.03024257707725509,0.09665911649636443,0.019454836699710917,0.33764236795447433
Florida,0.697136333119308,0.08989527278979632,0.009845198182911293,0.0010676851471869224,0.0006696404046447677,0.0002817154436926678,7.344070068211183e-05,0.0030928943905375993,0.0018702320167144095,0.004753887875518591,0.013686570895623801,0.013696883434958429,0.1639302455984251
Georgia,0.7052618842024583,0.08967805933946621,0.007642991361389019,0.0021770549947524786,0.00028495584622585955,0.00043817234766224027,3.029813169830808e-05,0.003468369038147457,0.0007166083427631474,0.0015476976008673704,0.013174893280583903,0.012215132842925473,0.16336388267106028
Hawaii,0.6408180960979609,0.1497629816380523,0.03498113439720929,0.0,0.00013592963709648572,9.300448853970075e-05,3.72017954158803e-05,0.0010187568590810298,0.005697598051770591,0.008613646477061516,0.04534755777367286,0.018457813879417535,0.09503627890472191
Idaho,0.7237161829349499,0.08760705560473869,0.005298614790704715,0.000296195857865481,0.00022708349103020212,0.0,0.000649436843912462,0.0004113831359242792,0.004087502838543638,0.007420254750378198,0.02926634480050112,0.009560544078880249,0.13145940087257105
Illinois,0.6605525790218817,0.07928626501712112,0.026090779270405245,0.017972739925895133,0.011120413788247166,0.0005756031477933759,0.00010723919476285119,0.002962321250512374,0.0007592341183436195,0.005667203831669349,0.026310910328329593,0.010355365496693513,0.15823934560834502
Indiana,0.7574749315069743,0.09650818616722182,0.005430480453220229,0.00010370128434496825,0.0007122240701933011,4.531229140000079e-05,0.00021013955273423187,0.0012663112844939818,0.0012234318678000214,0.004218604740273899,0.0193973100312594,0.00853513268746592,0.10487423406261794
Iowa,0.7608034408654892,0.08015463048403265,0.007304788210805127,1.3488781319264126e-05,0.00017658040999763946,1.9006919131690358e-05,0.00012201215829698004,0.0008706395215161391,0.0008712526479397419,0.0039031628126561554,0.028959800366036476,0.007073026422683225,0.10972817040009565
Kansas,0.7530976419151425,0.08306838191292515,0.00412904149907069,0.00018937398469720478,0.0,0.00039320925549855975,4.6827021670581546e-05,0.0007912389396985028,0.0014537035698029064,0.002866089179308241,0.022463886381118243,0.010595302285640701,0.12090530405542667
Kentucky,0.7596917283588384,0.0987630111382568,0.004456678850286946,2.6048078855889743e-05,1.916745425244717e-05,0.0,9.436285170435529e-05,0.0011795356463044412,0.0011200673908032589,0.001275372917566677,0.01871873923366552,0.01002949330588947,0.10462579477357585
