NAME,DriveAlone,Carpool,Bus,Subway,LongDistanceRail,LightRail,Ferry,Taxi,Motorcycle,Bicycle,Walked,Other,WorkFromHome
Alabama,0.8566480817429697,0.08498549435521514,0.003249381985571255,0.00020327005185590455,2.7429211816700374e-05,3.183747800152722e-05,3.134767064765757e-05,0.0006524233953543732,0.0011427205565778923,0.0010080235342637388,0.01155651470720051,0.006729463234815115,0.0337340120757105
Alaska,0.6930784953399264,0.1182924260280914,0.014586571472492186,0.0,0.00020496353357131876,0.0,0.0017962776344930852,0.005360365746038795,0.0012326279171719586,0.007751606971037514,0.07352782095296656,0.03866693995137809,0.04550190445283277
Arizona,0.7654073846054145,0.11003677721432853,0.016694587106913145,0.0006337993940670415,0.0005223336519611814,6.091732417413282e-05,7.031414545631288e-05,0.0021625650081817153,0.0039745313740420915,0.008188195648299661,0.01990181941901722,0.009512823420766975,0.06283395168737747
Arkansas,0.8334878197595942,0.09863256105724892,0.002772173093458046,0.0,4.057219275536684e-05,7.178157179795672e-05,7.100133732189197e-05,0.0006592981322747112,0.000983875674317646,0.0018241882050393785,0.018032779210808432,0.006631212812074285,0.03679273695330921
California,0.7391429082484013,0.10028422059089784,0.03204109422225623,0.0011061847276095161,0.012181131990610147,0.0043575468942687505,0.0005076790758657905,0.0020415783759389484,0.0032256534423572465,0.009062407191368811,0.02583835958907306,0.01055787986318592,0.05965335578816644
Colorado,0.7487656643036421,0.08550359580156136,0.024233645008725387,0.001081754000203673,0.003953268781403945,0.0027533981900797304,0.00014929105798520113,0.0007377957157969336,0.0016155301495196707,0.010988306803862032,0.026758084058832454,0.008906545183233125,0.08455312094515441
Connecticut,0.7827969628796401,0.07854893138357705,0.021586051743532057,4.893138357705287e-05,0.0017463442069741283,0.023514060742407198,4.499437570303712e-05,0.0017575928008998875,0.0010028121484814399,0.003083802024746907,0.027823959505061866,0.006766591676040495,0.05127896512935883
Delaware,0.8204768095083337,0.07121964808022657,0.016022099447513812,0.0005571289289196342,0.00041552532615256045,0.005160406704118111,0.00012535400900691768,0.0001485677143785691,0.00097961836668369,0.0036352662612006126,0.02220623055852175,0.007456242165374437,0.051597102929569615
District of Columbia,0.3437876285364164,0.051934040172625075,0.1254648622728968,0.000799190153977303,0.19777292343758324,0.002679950983003889,0.0,0.014329479460813043,0.0009643561191326123,0.049613724758910974,0.12687143694389685,0.012078427193776973,0.0737039799669668
Florida,0.7935723913026514,0.09090557313186279,0.015044658619203831,0.00018289526301268797,0.0012439229548092635,0.0007383153603907866,0.00014986508401156547,0.0027442840954557206,0.0021445030780599334,0.005745647739447687,0.014151240379425898,0.011965583194843529,0.06141111979682485
Georgia,0.7873351230224851,0.0988466269572852,0.015188033407066185,0.00035963844626991156,0.0049251648848184695,0.0008292593476200403,8.698232188853676e-05,0.0035493387357161334,0.0013998717428936383,0.0024158503536061385,0.01565807249265616,0.011600012629164044,0.05780602565853041
Hawaii,0.6756807052883843,0.13257398723468936,0.0614499267692229,0.0,8.52346581166834e-06,0.0,0.0,0.0006875595754745795,0.005750498267605574,0.009345980262494336,0.05453313426305404,0.016437503817802394,0.04353218105546077
Idaho,0.7907116159064805,0.1018773926064504,0.005773909268616626,0.0,0.00021963852666476312,0.00018475476066506547,9.948333266580447e-05,0.0008565902539925762,0.0017739041006512928,0.00828683241192818,0.022574964567137683,0.010785543650573192,0.05685537061417392
Illinois,0.7304138360195045,0.07778420981014011,0.036912759342971155,0.0005495145574042028,0.03491359014110842,0.023538899854887694,7.847877141075463e-05,0.003166561321288827,0.0008449928422792063,0.0061735545792934166,0.028904661508495775,0.008063408236779427,0.0486555330144365
Indiana,0.8243153940538472,0.08741064585756307,0.007328095232611847,0.00012122863785071541,0.0003217836666960942,0.0014915280693875619,4.670021405330989e-05,0.0008402839884797609,0.0009723880186442608,0.0043690289298230125,0.020970635161294864,0.008979555541908005,0.042832732627840236
Iowa,0.8141138116518383,0.07995122375663459,0.008212837691917179,9.953057873588653e-05,5.821599888325439e-05,0.0,0.00018466365237161339,0.0008031303931958643,0.0014065736504373398,0.005090457020630373,0.03194055207546296,0.006993431607781914,0.05114557192211075
Kansas,0.8244151001672191,0.08713000250863523,0.004071116664116105,9.922735432620784e-05,1.1879331151729106e-05,1.8168388820291576e-05,6.289057668562468e-05,0.00048635379303549754,0.0013241960313250974,0.003560305424591753,0.023280693920647466,0.008221894725367333,0.047318171114078614
Kentucky,0.8200705324005649,0.09366994285151246,0.009992261142312872,5.1318684927907514e-05,5.645055342069826e-05,5.1318684927907514e-05,0.0003730868394258876,0.0009021824810326141,0.0005799011396853548,0.0018295111176799027,0.021027317962360823,0.01196289864354452,0.03943327749860413
Louisiana,0.8270942392697564,0.0922427596561211,0.009406557337773572,0.000704768065421643,0.00022810127896437027,2.0963356053618276e-05,0.00033191980418228935,0.0011335186094706454,0.0014978817027835344,0.005978050367956811,0.01684804960928297,0.011124554279120099,0.033388636663112876
Maine,0.7855507933612985,0.0936895859930695,0.00445619794516384,0.0,0.000126147486169372,0.0004498753723630616,0.0007720834093257948,0.0015791233509635844,0.0009088698401118609,0.004875676332907776,0.04078515411271202,0.007573408717855189,0.05923308407805945
Maryland,0.7374483902999895,0.09104245061147695,0.04125705550329257,0.0003857661753945856,0.03518246315459392,0.007800904149681195,0.0001064858367304275,0.0027901902372739627,0.001152072227448521,0.0038606015469844256,0.021426191596111633,0.008655730636563186,0.04889169802445908
Massachusetts,0.7003877014333127,0.07234455997120953,0.03516169256872973,0.0022749915134478885,0.04855357105888632,0.017141275498296023,0.0009455025811312964,0.0025744668360857554,0.0007611664450379123,0.009055725381129141,0.048086775243486764,0.009866520785884503,0.052846050683362414
Michigan,0.8245176231612802,0.08707341021425473,0.012418416162973404,7.23581703118374e-05,0.00016488892143788403,9.625829323302006e-05,0.0001341915158510439,0.001201364894359264,0.0006444262501408792,0.004397403350314846,0.021803270852418715,0.005593067297922268,0.041883320915501884
Minnesota,0.7802082047710184,0.08150108757272401,0.03274097548414777,0.0007539266583722129,0.0015381066436649705,0.0016845602489848806,2.6471661055476693e-05,0.0010399581128937273,0.0009447288906551943,0.00708374774088438,0.026329676691633684,0.007337119353843943,0.058811436170121335
Mississippi,0.8546943895486897,0.09113618985142341,0.0028882346211177774,0.0,0.0,0.0,0.00017202651348350396,0.0005720498893350969,0.0007992236583372361,0.00035557633409030487,0.013619725926371007,0.012851779815939861,0.02291080384121212
Missouri,0.8215697583225411,0.08424356246260878,0.011519968129834832,0.00023111422039551763,0.0007377610098511569,0.0002803908259453127,3.4701834894221864e-05,0.0010452192670139626,0.0013707224783217637,0.0017212110107534045,0.019380974788422912,0.007353665832434556,0.05051094981698252
Montana,0.7648172579151535,0.08918765348113399,0.007667912538609906,0.0,9.044204532719377e-05,0.0,0.0001002727024279757,0.0007314008882981756,0.0015807696618057344,0.0110988118667828,0.04937742448580748,0.009989913745814597,0.06535814066883859
Nebraska,0.8169999367875429,0.09078512881795715,0.006558041577742793,5.016861672079861e-05,9.231025476626943e-05,0.000143482243821484,4.6155127383134715e-05,0.00041539614644821245,0.0008909946329613832,0.0027773346216634106,0.027362966931857975,0.0068440026930513456,0.047034081548083105
Nevada,0.7850722687901349,0.09802218861822701,0.030481010059096928,2.9944154152505576e-05,0.0002495346179375465,0.0,8.341585799626553e-05,0.0011350260335902115,0.002975878557918054,0.003571196860711915,0.019390265725849863,0.01600942813082173,0.042979842593563
New Hampshire,0.8091331427905952,0.08294923116426103,0.005778019113204556,0.00015995487588764434,0.0003185066388289058,0.00098638840130714,0.0,0.0013722444615624223,0.0007548747651539706,0.0027374733583929306,0.023878176121543256,0.009482237291655267,0.06244975101760766
New Jersey,0.7096290571414511,0.07922122659170297,0.062032143044234614,0.000939767566271869,0.021949831742146285,0.03071570420997274,0.002528800224782242,0.004118286439067843,0.000515466138546322,0.002658517176497375,0.029489062615869328,0.010467840514368533,0.045734296595088764
New Mexico,0.7941013556865443,0.10625660649086285,0.009481035620813965,0.0,0.0,0.001171281786164335,0.0,0.0,0.002401416154687666,0.006270684951740883,0.020297217080634963,0.009097916849378933,0.05092248537917218
New York,0.5311250487924919,0.06257064304261493,0.05658465285202722,0.0010851025915177435,0.19409716918690495,0.02752119291278448,0.0012663773059755953,0.006149551109074555,0.0007540561410654583,0.007072047417816472,0.062014090423094546,0.006269729138027595,0.04349033908660455
North Carolina,0.8109420858305354,0.08850021441944628,0.008627820138692774,0.00024098653864256802,0.0005851036012007489,0.00018136747309297437,5.585365088330352e-05,0.0010907151150020397,0.001341115190310333,0.002156118275858462,0.017332203708933448,0.007930590856318052,0.061015825201083604
